,selling_price,home_age,bedrooms,bathrooms,sqft_living,sqft_lot,sqft_basement,floors
1001,375000,26,3,3.25,1280,1730,190,2
1002,450000,25,4,2.5,2290,5515,0,2
1003,370000,14,3,2.75,1250,1655,420,2
1004,402000,35,3,3.5,1240,1666,240,2
1005,459000,22,3,2,1480,800,480,2
1006,398000,10,3,2.5,1720,1715,480,2
1007,384000,17,3,2.25,1430,800,290,2
1008,394950,21,2,2.25,1300,2104,290,2
1009,375000,17,3,2.5,1300,1362,420,2
1010,353500,18,3,2.5,1260,972,420,2
1011,374950,21,2,2.25,1240,1172,240,2
1012,650000,3,3,2.5,2790,6720,0,2
1013,468000,22,2,2.5,1480,2167,90,2
1014,6.00E+05,11,3,2.5,2680,43995,0,2
1015,505000,9,3,2.5,2100,17882,0,2
1016,489000,2,3,2.5,2260,19821,0,2
1017,4.00E+05,35,3,2,1860,12944,0,1
1018,625000,15,4,2.75,2920,6605,0,2
1019,535000,13,5,3.25,2850,4551,480,2
1020,495000,18,4,2.5,2460,4774,0,2
1021,498000,24,3,2.5,2480,4136,0,2
1022,490000,9,4,2.5,2510,4349,0,2
1023,562500,6,5,2.75,2920,6327,0,2
1024,561000,3,5,2.75,3370,10315,0,2
1025,525000,30,5,2.75,2880,8364,0,2
1026,442500,28,2,2.25,1510,7280,0,2
1027,447000,21,3,2.25,1520,14080,0,2
1028,429000,26,3,2.5,1430,9240,0,2
1029,650000,19,4,2.5,2820,15000,0,2
1030,565000,2,4,2.25,2470,7447,0,2
1031,515000,28,3,2.5,2360,11254,0,1
1032,469950,16,4,2.75,2720,6427,1070,1
1033,450000,17,4,2.25,2120,8267,0,2
1034,440000,24,3,2.5,2040,7605,0,2
1035,471000,25,4,2.5,2330,9928,0,2
1036,515055,16,4,2.5,2400,8320,0,2
1037,492500,14,5,2.5,2570,9962,0,2
1038,472000,23,5,2.5,2570,7412,0,2
1039,534950,0,5,2.5,3220,10572,0,2
1040,518000,15,5,2.5,2890,13104,0,2
1041,482000,24,3,2.5,2420,7307,0,2
1042,480000,8,5,2.5,2160,7737,0,2
1043,585000,0,4,2.5,2910,6250,0,2
1044,595000,12,4,2.5,2910,7287,0,2
1045,523000,1,3,2.5,2400,6182,0,2
1046,540000,9,3,2.5,2400,5817,0,2
1047,543500,1,4,2.5,2550,5835,0,2
1048,589000,27,4,2.5,2910,5776,0,2
1049,525000,17,3,2.5,2200,4544,0,2
1050,499900,7,3,2.5,2100,5112,0,2
1051,470000,24,3,2.5,2100,4700,0,2
1052,505000,14,3,2.5,2100,5824,0,2
1053,475000,11,3,2.75,1890,3938,0,2
1054,506950,22,3,2.5,2080,4931,0,2
1055,399000,19,3,2.5,1740,3690,0,2
1056,490000,22,3,2.5,2230,5348,0,2
1057,465000,12,3,2.5,1890,4808,0,2
1058,485500,1,4,2.5,2320,3974,0,2
1059,440000,22,4,2.5,2410,4780,0,2
1060,480000,16,3,2.5,2270,4488,0,2
1061,437500,26,3,2.5,2120,4500,0,2
1062,487275,11,4,2.5,2400,3986,0,2
1063,423700,18,3,2.5,2070,3986,0,2
1064,449950,30,4,2.5,2470,3811,0,2
1065,355000,23,3,2.5,1590,4242,0,2
1066,356000,27,3,2.5,1590,3411,0,2
1067,538500,5,3,3.5,2500,4270,0,2
1068,560000,4,4,2.5,2630,5710,0,2
1069,561000,16,4,2.5,2550,5395,0,2
1070,576000,7,4,2.5,2590,5756,0,2
1071,515000,24,3,2.5,2430,4203,0,2
1072,539900,12,3,2.5,2500,4203,0,2
1073,490000,3,4,3,2640,5267,0,2
1074,459000,2,5,3.5,2640,6895,0,2
1075,574000,14,3,2.5,2380,6832,0,2
1076,567500,14,3,2.5,2300,7398,0,2
1077,552250,23,4,2.5,2580,5823,0,2
1078,605000,21,3,2.5,2610,6405,0,2
1079,622500,19,4,2.5,2980,8107,0,2
1080,645500,14,4,2.5,2990,8622,0,2
1081,5.00E+05,28,4,3,2520,4104,0,2
1082,452500,6,3,2.5,2240,7791,0,2
1083,435000,18,4,2.25,2140,6355,0,2
1084,507250,33,3,2.5,2270,5536,0,2
1085,569000,4,4,2.5,2830,10954,0,2
1086,384000,16,3,2.5,1700,4000,0,2
1087,381000,13,3,2.5,1470,3999,0,2
1088,389950,17,3,2.5,1700,6396,0,2
1089,432000,30,3,2.5,1970,4036,0,2
1090,425000,20,3,2.5,1960,4709,0,2
1091,650000,12,4,2.75,3260,5335,0,2
1092,650000,6,4,2.5,3180,5438,0,2
1093,522500,10,3,2.5,2370,7875,0,2
1094,535950,7,3,2.5,2370,5344,0,2
1095,450000,30,4,2.5,2070,3982,0,2
1096,440000,23,3,2.5,1390,4997,0,2
1097,403000,18,3,2.5,1700,4125,0,2
1098,419000,18,3,2.5,1970,4058,0,2
1099,620000,18,6,3.5,3600,6875,860,2
1100,564000,16,4,2.5,2870,6658,0,2
1101,555000,13,4,2.5,2870,6776,0,2
1102,565000,15,3,2.5,2700,6037,0,2
1103,6.00E+05,6,4,2.5,2710,6474,0,2
1104,430000,28,4,2.5,2070,4310,0,2
1105,359000,30,3,2.5,1450,3850,0,2
1106,420000,29,3,2.5,1970,3667,0,2
1107,610000,1,4,2.5,2950,9010,0,2
1108,563500,19,4,2.5,2780,7838,0,2
1109,615000,32,5,3.5,2950,7980,600,2
1110,470000,22,3,2.5,2280,6134,0,2
1111,575000,18,4,2.5,2890,9775,0,2
1112,515000,11,4,2.5,2680,7178,0,2
1113,467000,12,3,2.5,1990,4978,0,2
1114,555000,3,3,2.5,2690,4819,0,2
1115,435000,25,4,2.5,2190,6578,0,2
1116,619000,3,3,2.5,2720,6439,0,2
1117,585000,27,4,2.5,3110,6479,0,2
1118,650000,2,3,2.5,3060,7831,0,2
1119,622950,3,4,3.25,3030,7644,200,2
1120,544000,9,4,2.5,2340,6973,410,2
1121,632500,2,5,3.25,3500,7254,740,2
1122,389000,28,3,2.5,1720,4515,0,2
1123,507000,3,4,2.5,2730,7649,0,2
1124,515000,3,4,2.5,2890,7306,0,2
1125,539950,23,5,3,3100,5250,0,2
1126,536000,16,4,2.5,2880,8833,0,2
1127,490000,26,4,2.5,2570,6157,0,2
1128,425000,25,4,2.5,2270,4400,0,2
1129,452500,18,4,2.5,2460,6454,0,2
1130,410000,32,3,2.5,1960,4400,0,2
1131,489000,21,4,2.5,2170,4587,0,2
1132,499000,18,4,2.25,2440,5000,0,2
1133,443500,27,3,2.5,2170,5866,0,2
1134,635000,24,5,2.75,3110,6621,0,2
1135,405000,14,3,2.5,1960,6997,0,2
1136,469900,23,3,2.5,2270,4399,0,2
1137,451000,12,4,2.5,2320,5375,0,2
1138,388500,24,4,2.5,1890,5395,0,2
1139,475000,5,4,2.5,2320,10046,0,2
1140,625000,21,5,1,3240,5324,0,2
1141,587000,30,4,2.75,3190,8737,0,2
1142,589500,19,4,2.5,2630,6326,0,2
1143,479500,11,3,2.75,2300,4637,0,2
1144,515000,9,4,2.75,2700,5150,0,2
1145,480000,15,3,2.5,2410,4656,0,2
1146,425000,22,3,2.5,1950,4345,0,2
1147,516000,1,4,3.5,2550,8698,0,2
1148,425000,8,4,2.5,2070,4427,0,2
1149,412500,22,3,2,1680,5246,0,1
1150,409000,18,3,2.5,1950,7263,0,2
1151,452000,12,4,2.5,2190,6896,0,2
1152,465000,24,5,2.5,2550,6405,0,2
1153,492000,5,4,2.5,2550,6382,0,2
1154,384205,22,3,2.75,1810,3292,0,2
1155,415000,26,3,2.75,1770,3172,0,2
1156,648000,13,4,2.5,3290,6203,0,2
1157,605000,12,3,2.75,2450,5750,0,2
1158,592000,6,5,3.5,3340,5000,760,2
1159,641000,9,5,3.5,3420,6403,720,2
1160,540000,1,4,2.5,2710,9248,0,2
1161,425000,26,3,2.5,1950,5689,0,2
1162,485000,8,3,2.5,2430,5867,0,2
1163,544999,5,4,2.5,2710,6937,0,2
1164,430000,24,3,2.5,1950,4949,0,2
1165,530000,9,3,2.5,1970,6295,0,2
1166,480000,10,4,2.5,2430,5000,0,2
1167,425000,25,4,2.5,1950,5000,0,2
1168,545000,10,4,2.5,2720,4738,0,2
1169,625000,20,4,2.75,3010,6854,440,2
1170,637850,6,5,3.25,3340,4900,840,2
1171,605000,6,5,4,3040,6000,760,2
1172,575000,5,4,2.75,3120,7644,0,2
1173,640000,9,4,3.5,3220,5741,0,2
1174,589410,4,3,3,2840,7201,0,2
1175,610000,4,4,3.5,2910,5260,0,2
1176,595500,10,4,2.5,2490,6537,0,2
1177,633634,19,4,3.5,2960,6000,0,2
1178,594866,14,3,3,2780,6000,0,2
1179,575000,4,4,2.5,2500,4945,0,2
1180,495000,21,5,3,2440,4750,990,1
1181,440000,22,4,2,2310,5004,880,1
1182,420000,24,4,2.5,1940,5414,0,2
1183,585000,16,4,2.5,3000,6892,0,2
1184,353500,18,4,2.25,1760,9602,0,2
1185,379260,30,3,2.5,1730,7202,400,1
1186,375000,27,2,1.5,1130,912,130,2
1187,388000,20,3,3.25,1370,915,270,2
1188,385000,11,3,3.5,1370,1540,270,2
1189,390000,14,3,3.25,1370,913,270,2
1190,419700,23,3,2.25,1450,1486,290,2
1191,633000,5,5,2.75,3630,30570,0,2
1192,475000,14,3,2.5,1920,4534,0,2
1193,380000,20,2,2,1370,5756,0,1
1194,422120,25,3,2.5,1630,4534,0,2
1195,394000,27,3,2.5,1370,4400,0,1
1196,559000,27,3,2.5,2010,5200,0,2
1197,4.00E+05,32,3,2.25,1500,2692,0,2
1198,497950,21,4,2.5,1950,3000,400,2
1199,6.00E+05,17,4,2.5,2600,6536,0,2
1200,6.00E+05,20,4,2.5,3010,7953,0,2
1201,585000,27,4,2.5,2630,6185,0,2
1202,568500,26,4,2.5,3010,6181,0,2
1203,555000,26,4,2.5,2450,5079,0,2
1204,527000,10,4,2.5,2830,6163,0,2
1205,615000,15,4,2.5,3010,6903,0,2
1206,353000,15,4,2.5,1912,5000,0,2
1207,494900,18,3,2.5,2040,2500,570,2
1208,530000,28,4,2.75,2740,7872,0,2
1209,545000,12,4,2.75,2650,6717,0,2
1210,422500,31,3,2,1300,2250,0,2
1211,431000,17,4,2.5,2300,6087,0,2
1212,433000,29,4,2.5,2280,7568,0,2
1213,450000,32,4,2.5,2240,4616,400,2
1214,373000,35,3,2.5,1670,3565,0,2
1215,650000,22,4,2.5,3160,8530,0,2
1216,550000,1,4,2.5,2700,5150,0,2
1217,419950,22,4,2.5,2260,5164,0,2
1218,408000,11,3,2.25,1950,7221,0,1
1219,557865,5,4,2.5,3030,6813,0,2
1220,374950,35,4,2.5,1980,12062,0,2
1221,613500,9,3,2.5,2350,7035,0,2
1222,550000,30,3,2.5,2080,7749,0,2
1223,590000,18,3,2.5,2210,8622,0,2
1224,550000,24,3,2.5,1980,9061,0,2
1225,530000,4,3,2.5,1950,9906,0,2
1226,505000,3,3,2.5,1820,11012,0,2
1227,569500,11,4,2.5,2340,8248,0,2
1228,546500,2,3,2.5,2130,7199,0,2
1229,415000,28,4,2.5,2150,8173,0,2
1230,440000,22,4,2.5,2250,7526,0,2
1231,440000,27,4,2.5,2350,7203,0,2
1232,464000,8,4,2.5,2180,7203,0,2
1233,429000,25,3,2.5,1860,11122,0,2
1234,460500,15,4,2.5,2170,7533,0,2
1235,430000,9,4,3,1850,9976,0,2
1236,406500,30,3,2,1780,8621,0,1
1237,470000,10,3,2.5,2150,8221,0,2
1238,470000,14,3,2.5,2070,8581,0,2
1239,382495,30,3,2.5,1760,5390,0,1
1240,5.00E+05,7,3,2,2050,11454,0,1
1241,515000,18,5,3.5,2310,5249,750,2
1242,599950,25,3,2.5,2660,4975,0,2
1243,559500,5,3,2.25,2150,9250,0,2
1244,545000,23,3,2.5,2140,40173,0,2
1245,5.00E+05,14,3,2.5,1940,37565,0,1
1246,395825,15,2,2.5,1590,1679,0,2
1247,494815,28,3,2.5,1910,2091,0,2
1248,419190,33,2,2.5,1590,1426,0,2
1249,445000,17,5,3,2420,11250,0,2
1250,402000,23,4,2.25,1790,7311,0,2
1251,355000,23,3,1.75,1460,7203,0,1
1252,404000,27,3,1.75,1720,7202,0,1
1253,510000,22,4,2.75,2730,9112,990,1
1254,409900,22,3,2.5,1690,1200,280,2
1255,499950,1,4,2.5,2798,4473,0,2
1256,477500,2,5,3.5,2815,5619,0,2
1257,512500,11,3,2.5,1900,7604,0,2
1258,6.00E+05,3,3,2.5,2320,7609,0,2
1259,589000,26,3,2.5,2320,5663,0,2
1260,580500,7,3,2.5,2320,3980,0,2
1261,598500,22,4,2.5,2520,3980,0,2
1262,627000,5,3,3.5,2710,3475,1060,2
1263,613000,14,3,3.25,2440,2812,730,2
1264,6.00E+05,3,3,3.5,2710,3290,1060,2
1265,535000,9,3,2.5,2280,2289,400,2
1266,554000,27,3,2.5,2140,4126,180,2
1267,615000,23,3,3.5,2710,3326,1060,2
1268,567500,2,3,2.5,2280,2502,400,2
1269,571000,30,3,2.5,2140,2867,180,2
1270,352499,21,2,2.25,1240,705,90,2
1271,640000,30,5,3.5,3690,11928,1150,2
1272,550000,37,3,2.5,2430,5400,0,2
1273,640000,26,3,3.5,2480,10800,0,2
1274,575000,4,3,2.5,2610,7301,0,2
1275,594950,6,5,2.5,3280,6553,0,2
1276,535000,14,3,3,2640,5978,0,2
1277,594491,4,4,2.5,2990,6037,0,2
1278,598992,11,5,3.5,3440,6037,0,2
1279,485000,10,3,2.5,2340,59058,0,1
1280,563500,5,4,2.5,2800,12831,0,2
1281,545000,22,4,2.5,2755,11612,0,2
1282,540000,25,5,2.5,3100,10189,0,2
1283,525000,6,5,2.5,2630,9216,0,2
1284,550000,10,4,2.5,2890,9045,0,2
1285,510000,6,3,2.5,2300,27566,0,2
1286,568500,20,4,2.5,2460,4200,0,2
1287,570000,12,4,2.5,2640,4200,0,2
1288,420000,20,3,2.5,1770,3993,0,2
1289,456000,9,3,2.5,1820,2935,0,2
1290,473975,0,3,2.5,2330,3610,0,2
1291,410000,20,3,2.5,1830,2839,0,2
1292,396900,18,3,2,1360,3120,0,2
1293,427000,19,3,2,1720,128066,0,1
1294,509900,8,3,2.5,1790,2700,0,2
1295,567000,7,3,2.5,2540,6093,0,2
1296,6.00E+05,9,3,2.5,2260,10153,0,2
1297,490000,11,3,2.5,1890,10190,0,2
1298,539000,4,3,2,2260,9568,480,1
1299,416000,29,3,2.5,1800,5372,0,2
1300,455000,1,3,2.5,1980,7309,0,2
1301,435000,28,3,2,1610,6911,350,1
1302,457500,22,3,2.5,1500,4445,0,2
1303,445000,43,3,2.5,1730,4408,0,2
1304,459000,31,3,2.5,1780,4000,0,2
1305,435000,23,3,2.5,1730,4065,0,2
1306,480680,5,3,2.5,1730,4924,0,2
1307,450000,28,3,2,1610,4364,0,2
1308,539000,29,4,2.5,2340,19850,0,2
1309,521900,9,3,2.5,2100,12338,0,2
1310,503000,11,4,2.5,2470,5044,0,2
1311,391265,33,3,2,1440,3900,0,1
1312,428000,25,2,2,1350,3900,0,1
1313,428000,24,2,2,1350,4225,0,1
1314,542000,27,2,2,1930,4500,0,1
1315,437000,16,2,1.75,1440,4225,0,1
1316,429000,30,2,1.75,1350,6315,0,1
1317,504975,23,2,2.5,1900,4871,0,2
1318,415000,26,2,1.75,1340,4664,0,1
1319,489000,0,2,1.75,1810,4220,0,2
1320,505000,2,2,2.5,1900,5065,0,2
1321,515000,24,2,1.75,1930,5570,0,1
1322,381000,23,2,2,1340,4447,0,1
1323,430000,27,2,1.75,1350,4003,0,1
1324,412250,24,2,2,1300,2983,0,1
1325,530000,19,2,2.5,1900,2983,0,2
1326,431500,27,2,2,1370,4866,0,1
1327,449000,8,2,1.75,1510,6852,0,1
1328,541500,3,2,2.5,1900,3690,0,2
1329,420250,28,3,2,1510,3657,0,1
1330,457000,27,2,2,1440,9985,0,1
1331,389000,23,2,2,1200,7131,0,1
1332,408000,24,2,2,1200,3900,0,1
1333,419000,9,2,1.75,1510,4980,0,1
1334,398000,14,2,2,1300,3865,0,1
1335,450000,16,2,2,1510,4908,0,1
1336,410000,22,2,2,1350,3926,0,1
1337,389000,36,2,2,1340,4122,0,1
1338,413800,17,3,2,1440,4421,0,1
1339,445000,16,2,1.75,1440,4660,0,1
1340,439950,19,2,2,1440,4666,0,1
1341,403900,16,4,2.5,2050,8909,360,1
1342,375000,35,3,1.5,1100,1751,160,2
1343,545000,16,3,2.5,2660,20369,0,2
1344,355000,14,2,2.5,1370,1140,290,2
1345,369950,29,2,2.75,1370,1140,290,2
1346,359000,24,2,2.75,1370,1140,290,2
1347,640000,16,4,2.75,3040,7274,720,2
1348,530000,15,3,2.5,2480,7480,0,2
1349,536000,3,3,2.5,1990,7397,0,2
1350,480000,15,3,2.5,1590,1431,530,2
1351,535000,19,4,2.25,2810,12607,0,2
1352,380000,16,3,2,1840,8580,0,1
1353,533000,23,4,2.5,2830,6536,0,2
1354,574000,10,4,2.5,2980,10179,0,2
1355,479000,19,4,2.5,2590,6139,0,2
1356,522000,13,4,2.5,2835,6598,0,2
1357,607000,15,3,2.75,2810,12813,770,2
1358,4.00E+05,29,3,2,2260,11305,1130,1
1359,620000,18,3,2.5,2590,7237,0,2
1360,637000,13,4,2.75,2850,7510,0,2
1361,5.00E+05,5,4,2.75,2260,7209,930,1
1362,370350,27,3,3.5,1340,1168,260,2
1363,350000,20,3,3.25,1210,941,210,2
1364,568000,1,3,2.5,2740,22499,0,2
1365,610000,16,3,2.5,2910,12283,0,2
1366,419990,25,3,2.5,1690,1689,540,2
1367,462608,5,3,2.5,2010,2778,620,2
1368,351358,33,2,1.75,1210,1189,0,2
1369,357562,20,2,1.75,1210,1032,0,2
1370,357186,22,2,1.75,1210,1040,0,2
1371,550000,19,3,2.5,2010,2261,620,2
1372,395000,34,2,1.75,1210,1161,0,2
1373,453246,13,3,2.5,2010,2287,620,2
1374,386591,37,3,2.5,1690,1613,540,2
1375,372977,15,3,2.5,1690,1618,540,2
1376,404763,27,3,2.5,1690,1609,540,2
1377,472217,13,3,2.5,2010,2212,620,2
1378,413565,25,3,2.5,1690,1613,540,2
1379,479990,6,3,2.5,2010,2386,620,2
1380,375000,22,3,2.5,1520,5649,0,2
1381,513000,31,3,2.5,1810,4592,0,2
1382,517500,19,3,2.5,1810,4332,0,2
1383,477000,27,3,2.5,1740,4960,0,2
1384,485000,10,3,2.5,1760,3097,0,2
1385,448500,29,3,2.5,2080,3920,0,2
1386,455000,7,4,2.5,2090,4400,0,2
1387,509000,14,2,1.5,1930,3521,0,2
1388,488000,12,3,2.5,1940,5660,0,2
1389,548000,1,3,2.5,2110,4099,0,2
1390,430000,22,4,2.75,2290,5249,0,2
1391,447500,34,4,2.5,2425,9017,0,2
1392,453000,14,4,2.5,2502,8306,0,2
1393,499160,18,4,2.5,2628,11466,0,2
1394,647000,16,4,2.5,3040,6887,0,2
1395,603000,5,4,2.5,2670,5895,0,2
1396,535000,2,3,2.5,2070,4132,0,2
1397,567500,12,3,2.5,2080,4556,0,2
1398,408000,26,3,3,1500,1473,380,2
1399,490000,10,8,5,2800,2580,920,2
1400,5.00E+05,10,4,2.5,2040,6685,0,2
1401,635000,6,5,3.25,3710,34200,1200,2
1402,448175,22,2,2,1370,1339,220,2
1403,369000,31,3,2.5,1320,1683,50,2
1404,352000,23,2,2.5,1320,1957,660,1
1405,580000,5,4,2.5,3250,5000,0,2
1406,595000,10,3,3.25,3130,28001,920,1
1407,625000,16,4,2.5,2630,48706,0,2
1408,526500,16,3,2.5,1860,43170,0,2
1409,5.00E+05,13,3,2.5,2270,5654,0,2
1410,439000,27,5,2,2610,5009,900,1
1411,4.00E+05,20,2,2,1520,5010,0,1
1412,415000,20,3,2.5,1710,4920,0,2
1413,369000,19,2,2.5,980,895,310,2
1414,386950,27,3,2.5,1070,1089,170,2
1415,399950,30,3,3,1860,2875,150,2
1416,430000,25,5,3,2500,5750,1070,1
1417,475200,17,3,2.5,1670,3980,0,2
1418,450000,21,3,2.5,1670,2589,0,2
1419,5.00E+05,5,3,2.5,1670,2575,0,2
1420,483500,15,3,2.5,1670,4308,0,2
1421,471000,20,3,2.5,2030,2805,310,2
1422,455000,8,4,2.5,2440,5001,0,2
1423,440000,18,3,2.5,2160,3738,0,2
1424,448000,21,3,3.25,1560,1345,300,2
1425,490000,24,4,3,2330,3497,410,2
1426,600600,28,4,3.5,3110,6829,0,2
1427,540500,0,5,3.75,3090,7415,0,2
1428,355000,28,2,1.5,1140,2500,510,1
1429,420000,27,3,3.5,1900,2133,380,2
1430,399000,34,3,3.25,1680,1478,320,2
1431,380000,23,3,3.25,1450,1468,350,2
1432,4.00E+05,23,2,2.5,1410,1281,320,2
1433,4.00E+05,26,3,2.5,1390,2815,0,2
1434,380000,16,3,2,1470,1656,160,2
1435,457000,7,2,2.5,1380,1329,330,2
1436,360000,25,2,2.5,1233,1244,270,2
1437,358000,22,2,2.5,1278,987,276,2
1438,555000,11,4,2.5,2920,24074,0,2
1439,520000,43,3,1.75,2300,35722,0,1
1440,572000,18,3,2.75,2200,3885,0,2
1441,5.00E+05,17,4,2.5,1940,7607,0,2
1442,512000,15,4,2.5,2550,17209,0,2
1443,460000,13,4,2.5,2080,17532,0,2
1444,605500,18,3,2.5,2830,6536,0,2
1445,480000,18,3,2.5,1940,10035,0,2
1446,607000,20,3,2.5,2470,9226,0,2
1447,6.00E+05,8,3,1.75,2930,19876,900,1
1448,550000,26,4,2.5,2810,7549,0,2
1449,565000,42,3,2.5,2500,7394,0,2
1450,540000,19,4,2.25,2850,7453,0,2
1451,405000,18,4,2.5,2220,4652,0,2
1452,419950,23,4,2.5,2220,6800,0,2
1453,465950,16,4,2.5,2340,6896,0,2
1454,366000,24,3,1.75,1680,6108,0,1
1455,598000,23,4,2.5,3130,40918,0,2
1456,556000,31,3,2.5,2750,35440,0,2
1457,535000,26,4,2.75,2710,45963,0,2
1458,545000,14,4,2.5,2500,50595,0,2
1459,551000,18,5,3.75,3090,4943,0,2
1460,529000,8,3,1.75,2340,7724,0,1
1461,479950,16,3,2,2260,7163,0,1
1462,4.00E+05,26,3,3,2090,7634,640,1
1463,465000,31,4,2.75,2190,3267,0,2
1464,410000,35,2,1.5,1180,1034,60,2
1465,515000,20,3,2.5,2000,3837,0,2
1466,536000,1,4,2.5,2520,4831,0,2
1467,415000,20,3,2.5,1610,3600,0,2
1468,420000,30,4,2,2280,10319,1010,1
1469,4.00E+05,18,2,2.5,1340,1240,190,2
1470,415000,25,2,2.25,1130,2191,0,2
1471,572000,4,3,2.5,2360,9938,670,1
1472,405000,19,5,2.5,2430,4781,0,2
1473,390000,24,4,2.5,1940,3864,0,2
1474,525000,10,4,2.5,2840,4750,0,2
1475,544800,16,5,2.75,3190,5857,0,2
1476,380000,31,4,2.5,1940,3200,0,2
1477,485000,15,3,2.5,1800,11034,0,2
1478,440000,25,3,2.5,2060,11231,0,2
1479,445000,24,3,2.25,1990,7340,0,2
1480,450000,32,2,1.5,1530,1012,330,2
1481,390000,31,3,3,1550,1608,270,2
1482,425000,37,3,2,1180,1800,0,2
1483,360000,14,2,1,880,1165,0,2
1484,465000,22,2,2.75,1430,1425,435,2
1485,489000,21,2,2.75,1465,972,415,2
1486,358000,17,2,1.5,960,1808,0,2
1487,460000,26,2,2.25,1230,929,210,2
1488,359950,19,2,1.5,893,965,0,2
1489,385000,21,4,1.75,1690,4080,820,1
1490,635000,6,4,2.5,2880,3091,940,2
1491,430100,14,3,2.25,1400,1078,460,2
1492,425000,38,3,2.25,1420,1230,480,2
