,still_customer,customer_age,gender,dependent_count,education_level,marital_status,income_category,card_category,months_on_book,total_relationship_count,months_inactive_12_mon,contacts_count_12_mon,credit_limit,total_revolving_bal,avg_open_to_buy,total_amt_chng_q4_q1,total_trans_amt,total_trans_ct,total_ct_chng_q4_q1,avg_utilization_ratio
399,no,45,M,3,Uneducated,Unknown,$60K - $80K,Blue,39,3,2,3,5996,865,5131,0.511,4542,77,0.481,0.144
400,no,30,F,1,Uneducated,Married,Unknown,Blue,13,5,2,2,4016,917,3099,1.246,2572,35,0.591,0.228
401,no,54,M,3,High School,Married,$120K +,Blue,42,6,3,2,20311,1655,18656,0.431,1266,34,0.308,0.081
402,no,33,F,3,High School,Divorced,Less than $40K,Blue,26,5,1,3,3616,0,3616,0.912,3133,72,1,0
403,no,44,M,4,Doctorate,Married,$80K - $120K,Blue,27,1,2,1,24134,1290,22844,0.814,13311,110,0.642,0.053
404,no,36,M,2,Post-Graduate,Married,$60K - $80K,Blue,29,5,3,3,7712,2517,5195,0.676,1845,40,0.739,0.326
405,yes,46,F,3,Doctorate,Single,Less than $40K,Gold,36,1,3,5,15164,532,14632,0.858,8356,68,0.478,0.035
406,no,58,M,2,Uneducated,Unknown,$120K +,Blue,49,6,2,3,9788,1794,7994,0.778,1805,37,0.762,0.183
407,no,49,M,2,Graduate,Single,$60K - $80K,Gold,45,2,3,1,34516,913,33603,0.698,7711,80,0.86,0.026
408,no,45,M,3,Unknown,Married,$80K - $120K,Blue,38,6,3,1,12918,1345,11573,1.061,1562,33,1.2,0.104
409,no,47,F,4,Graduate,Married,Less than $40K,Blue,37,3,1,3,2447,1973,474,0.476,4784,75,0.562,0.806
410,no,46,F,4,Post-Graduate,Married,Less than $40K,Blue,37,5,3,2,3773,1972,1801,0.783,1528,25,1.083,0.523
411,no,50,F,4,Unknown,Married,Less than $40K,Blue,45,4,1,4,1488,755,733,0.783,4451,65,0.711,0.507
412,no,47,F,2,Unknown,Married,Less than $40K,Blue,35,3,3,2,2793,1517,1276,0.712,3485,72,0.895,0.543
413,no,64,F,0,Graduate,Single,$40K - $60K,Blue,56,6,2,1,1564,0,1564,0.516,4018,69,0.605,0
414,no,37,M,1,Unknown,Married,$60K - $80K,Blue,19,6,1,2,18951,1243,17708,1.148,2874,58,0.657,0.066
415,no,56,M,2,Uneducated,Married,$40K - $60K,Blue,50,4,2,3,4458,1880,2578,1.107,1424,29,1.417,0.422
416,yes,47,M,2,Graduate,Married,$80K - $120K,Blue,36,3,3,2,12933,2239,10694,0.445,6564,56,0.514,0.173
417,no,40,F,3,Graduate,Single,Less than $40K,Blue,29,5,1,4,2694,1833,861,1.044,3366,56,1.074,0.68
418,no,38,M,2,Unknown,Divorced,$60K - $80K,Silver,26,4,2,0,26437,681,25756,1.021,2167,57,0.727,0.026
419,no,38,M,4,Unknown,Single,$120K +,Blue,31,3,2,3,34516,0,34516,0.604,15611,127,0.693,0
420,no,65,F,0,Uneducated,Single,Less than $40K,Blue,56,6,1,2,8705,1453,7252,1.11,2688,88,0.956,0.167
421,no,58,M,2,Graduate,Married,Less than $40K,Blue,48,4,1,0,2774,0,2774,0.721,1258,33,0.435,0
422,no,38,F,1,High School,Married,Less than $40K,Blue,31,2,6,3,3416,2517,899,0.925,14230,105,0.78,0.737
423,no,36,F,3,High School,Married,Unknown,Blue,30,6,2,2,3399,2173,1226,0.795,1571,34,1,0.639
424,no,53,M,2,Uneducated,Single,$60K - $80K,Blue,40,5,2,2,19116,0,19116,0.656,1184,29,0.611,0
425,no,41,F,3,Graduate,Married,Less than $40K,Blue,36,4,3,3,3203,2366,837,0.665,4282,82,0.783,0.739
426,no,37,F,4,High School,Single,$40K - $60K,Blue,36,5,3,1,3093,2517,576,0.855,1371,23,0.917,0.814
427,no,58,F,1,Uneducated,Unknown,$40K - $60K,Blue,39,5,1,1,2406,0,2406,1.016,4450,73,0.698,0
428,no,41,F,0,High School,Married,Less than $40K,Blue,31,4,2,4,2685,1647,1038,0.812,4625,94,0.516,0.613
429,no,41,F,3,Graduate,Married,Less than $40K,Blue,27,6,1,2,2134,1085,1049,0.656,4224,75,1.027,0.508
430,no,45,M,1,Graduate,Married,Less than $40K,Blue,33,4,3,4,2009,1795,214,0.645,3172,55,0.719,0.893
431,no,46,M,2,Graduate,Single,$120K +,Blue,28,1,1,1,7790,1921,5869,0.789,14567,131,0.617,0.247
432,no,47,M,3,Graduate,Married,$60K - $80K,Blue,37,4,4,0,8567,1695,6872,1.242,1457,41,1.412,0.198
433,no,45,M,2,Graduate,Single,$80K - $120K,Blue,39,6,3,3,1613,0,1613,0.635,3549,65,0.444,0
434,no,43,M,3,Graduate,Married,$120K +,Blue,36,3,2,2,22906,1132,21774,0.942,3204,64,0.73,0.049
435,no,46,M,4,Doctorate,Married,$120K +,Blue,36,3,2,5,3104,862,2242,1.057,2781,74,0.682,0.278
436,no,45,M,5,Graduate,Single,Less than $40K,Blue,36,4,2,1,2718,1474,1244,0.71,3542,59,0.639,0.542
437,yes,52,M,2,Unknown,Married,$80K - $120K,Blue,41,6,4,3,7904,0,7904,0.712,2094,32,0.231,0
438,no,29,F,0,Post-Graduate,Single,Less than $40K,Blue,36,5,2,3,5076,1223,3853,0.83,2675,57,0.629,0.241
439,no,46,F,3,Graduate,Single,Less than $40K,Blue,41,5,3,3,3913,0,3913,0.722,5170,93,0.86,0
440,no,36,F,1,High School,Single,Less than $40K,Blue,36,5,3,4,5257,1572,3685,0.732,2822,73,0.659,0.299
441,no,42,F,3,Graduate,Single,$40K - $60K,Blue,33,6,2,3,3376,1661,1715,0.618,4629,75,0.923,0.492
442,no,35,F,2,College,Married,$40K - $60K,Blue,24,4,1,3,2939,1865,1074,0.932,2077,47,0.679,0.635
443,no,42,F,4,Graduate,Married,Unknown,Blue,31,3,2,1,6751,1192,5559,0.776,7921,93,0.55,0.177
444,no,48,F,1,Unknown,Married,Unknown,Blue,41,3,2,2,1438.3,1197,241.3,0.917,4916,78,0.696,0.832
445,no,46,F,3,College,Single,Less than $40K,Blue,41,1,3,2,2485,861,1624,0.566,4728,81,0.761,0.346
446,no,33,M,3,Graduate,Divorced,$60K - $80K,Blue,36,6,3,3,24149,1848,22301,0.731,2584,66,0.833,0.077
447,yes,42,F,3,High School,Married,$40K - $60K,Blue,30,5,3,2,1456,0,1456,0.694,2843,42,0.5,0
448,no,38,F,2,Uneducated,Married,Less than $40K,Blue,28,3,3,3,7049,0,7049,0.988,1475,27,1.7,0
449,no,47,F,3,Unknown,Unknown,Less than $40K,Blue,36,6,2,3,1953,1089,864,0.859,4636,70,0.707,0.558
450,no,43,M,2,High School,Single,$80K - $120K,Blue,36,6,2,0,14418,0,14418,1.043,3880,68,0.7,0
451,no,47,F,5,Unknown,Married,Unknown,Blue,41,1,2,3,2675,1999,676,0.679,4138,64,0.561,0.747
452,no,57,F,1,Unknown,Single,Less than $40K,Blue,44,4,3,2,2564,1258,1306,1.156,2673,43,0.87,0.491
453,yes,35,M,3,College,Married,$80K - $120K,Blue,27,3,2,3,3575,1884,1691,0.384,861,15,1.5,0.527
454,no,52,M,2,Graduate,Single,$40K - $60K,Blue,41,1,2,2,9298,1898,7400,0.655,8427,87,0.776,0.204
455,yes,36,F,0,Uneducated,Divorced,$40K - $60K,Blue,30,1,3,4,2190,0,2190,0.908,1412,38,0.583,0
456,yes,49,M,3,High School,Single,$40K - $60K,Blue,36,1,3,4,4601,0,4601,0.962,9610,76,0.689,0
457,no,41,M,2,Graduate,Single,$60K - $80K,Blue,31,3,1,3,8228,1935,6293,0.627,4933,68,0.545,0.235
458,no,47,F,2,College,Married,Less than $40K,Blue,36,1,3,3,2780,2216,564,0.826,4980,78,0.857,0.797
459,yes,52,M,1,Unknown,Single,$40K - $60K,Blue,36,3,3,4,4826,0,4826,0.954,8585,62,1,0
460,no,44,M,5,High School,Married,$80K - $120K,Blue,36,3,2,2,2509,1464,1045,1.25,3166,72,0.946,0.583
461,no,45,M,2,Unknown,Single,$40K - $60K,Blue,40,6,4,3,7037,0,7037,0.583,4099,71,0.69,0
462,no,50,F,2,High School,Married,Less than $40K,Blue,36,3,1,3,3397,1658,1739,0.724,4208,75,0.786,0.488
463,no,34,M,2,College,Married,$80K - $120K,Blue,22,4,2,4,1631,0,1631,1.893,2962,57,1.111,0
464,yes,46,F,3,High School,Unknown,Less than $40K,Blue,41,2,3,4,3313,0,3313,0.561,2135,44,0.419,0
465,no,53,M,2,Uneducated,Married,$40K - $60K,Blue,47,3,1,3,5579,1423,4156,0.503,1514,47,1.136,0.255
466,no,49,F,2,Uneducated,Married,Less than $40K,Blue,38,6,3,3,2468,0,2468,1.057,3371,62,0.676,0
467,no,43,M,2,High School,Unknown,$80K - $120K,Blue,30,4,2,1,18008,2517,15491,0.775,2659,55,0.833,0.14
468,no,52,F,4,Post-Graduate,Married,Less than $40K,Blue,36,5,3,3,1594,0,1594,0.472,4653,65,0.667,0
469,no,34,F,1,Doctorate,Married,Unknown,Blue,25,4,3,3,2318,2069,249,1.399,2689,57,0.781,0.893
470,no,32,M,1,High School,Married,$60K - $80K,Blue,24,4,2,2,4116,1223,2893,0.73,1657,38,0.52,0.297
471,yes,40,F,1,Uneducated,Married,Less than $40K,Blue,28,5,2,3,3680,0,3680,0.729,2725,41,0.577,0
472,no,28,F,1,Graduate,Divorced,Less than $40K,Blue,23,4,1,3,2543,1156,1387,0.641,3864,64,0.684,0.455
473,no,54,F,2,High School,Married,Less than $40K,Blue,45,6,1,1,2513,1126,1387,0.324,1454,30,0.25,0.448
474,no,41,M,0,College,Married,$40K - $60K,Blue,29,3,2,2,6991,1384,5607,0.66,14994,104,0.733,0.198
475,no,46,M,2,Uneducated,Single,$60K - $80K,Blue,35,1,1,1,5131,1484,3647,0.75,7432,92,0.559,0.289
476,no,46,F,4,High School,Married,Less than $40K,Blue,34,6,1,3,5387,1133,4254,0.652,4374,76,0.49,0.21
477,no,52,F,1,High School,Single,$40K - $60K,Blue,42,1,3,1,3416,1970,1446,0.804,8254,75,0.596,0.577
478,no,34,M,3,Unknown,Unknown,$80K - $120K,Blue,24,6,3,3,8628,1500,7128,0.688,2902,60,0.818,0.174
479,yes,60,F,2,High School,Married,Less than $40K,Blue,42,3,3,2,1438.3,0,1438.3,0.061,1628,42,0.077,0
480,no,54,F,2,College,Single,$40K - $60K,Blue,49,4,3,3,8769,1314,7455,0.477,3817,60,0.818,0.15
481,yes,51,F,3,Graduate,Married,Less than $40K,Blue,46,1,4,3,2016,395,1621,0.711,2473,44,0.571,0.196
482,no,44,M,3,Graduate,Married,$120K +,Blue,31,2,2,3,3977,1325,2652,0.769,4076,62,0.632,0.333
483,no,41,M,2,College,Single,$80K - $120K,Blue,35,6,3,3,2647,620,2027,0.664,2262,47,0.424,0.234
484,no,34,F,3,Uneducated,Single,Less than $40K,Blue,26,4,2,3,3234,971,2263,0.79,3989,71,0.868,0.3
485,no,37,F,3,Uneducated,Single,Less than $40K,Blue,29,5,3,2,2584,1614,970,0.675,4045,78,0.733,0.625
486,yes,50,F,3,High School,Married,Less than $40K,Blue,36,2,3,3,1572,0,1572,0.74,2447,41,0.577,0
487,no,49,F,3,Unknown,Divorced,Less than $40K,Blue,38,3,3,4,1652,812,840,0.548,1771,47,0.516,0.492
488,no,41,M,4,Doctorate,Unknown,Less than $40K,Blue,31,6,2,1,2515,1767,748,0.665,4388,67,0.675,0.703
489,no,53,F,1,High School,Single,Less than $40K,Blue,47,6,2,3,3378,2134,1244,0.541,4464,83,0.93,0.632
490,no,59,F,0,College,Single,Less than $40K,Blue,55,2,2,3,2645,1127,1518,0.623,4251,76,0.767,0.426
491,no,51,M,4,High School,Single,$120K +,Blue,46,6,3,3,34516,2274,32242,0.788,1795,47,0.679,0.066
492,no,49,F,4,Graduate,Single,Less than $40K,Blue,36,1,1,3,2636,1257,1379,0.661,7136,82,0.608,0.477
493,no,56,M,1,Uneducated,Married,$80K - $120K,Blue,40,6,1,1,17450,2193,15257,0.419,1426,38,0.462,0.126
494,yes,37,M,2,Uneducated,Unknown,$80K - $120K,Blue,18,1,1,2,31832,518,31314,0.972,10201,59,0.788,0.016
495,yes,29,M,0,Graduate,Single,$120K +,Blue,22,2,2,3,11722,0,11722,0.778,8302,78,0.902,0
496,yes,38,M,3,College,Single,$80K - $120K,Blue,26,3,3,2,1438.3,0,1438.3,0.399,1585,32,0.455,0
497,no,35,M,2,High School,Single,$120K +,Blue,36,4,2,3,27389,1250,26139,0.641,2754,60,0.463,0.046
498,no,46,M,1,Unknown,Single,$120K +,Blue,32,5,2,1,11840,1295,10545,0.84,1560,49,0.4,0.109
499,no,38,M,2,Graduate,Single,$40K - $60K,Blue,24,6,3,2,14632,1158,13474,0.501,1399,36,0.5,0.079
500,no,45,M,3,Graduate,Single,$60K - $80K,Blue,33,3,1,3,7552,0,7552,0.463,1393,32,0.455,0
501,no,50,F,2,Uneducated,Married,Unknown,Blue,34,5,3,2,23381,905,22476,0.645,4357,73,0.521,0.039
502,no,47,F,5,Doctorate,Single,Unknown,Blue,36,4,1,4,26923,2461,24462,0.602,13643,94,0.918,0.091
503,no,49,M,2,Unknown,Married,$120K +,Blue,38,3,6,3,16494,1158,15336,0.692,7761,84,0.647,0.07
504,no,59,M,0,High School,Single,$120K +,Blue,36,4,3,3,3422,1039,2383,0.475,3337,65,0.512,0.304
505,yes,31,F,1,Uneducated,Single,Unknown,Blue,36,2,3,3,21067,0,21067,0.995,9212,71,0.821,0
506,no,42,M,3,High School,Single,$80K - $120K,Blue,36,4,3,1,21134,1508,19626,0.505,1556,35,0.842,0.071
507,no,62,M,0,Graduate,Married,$60K - $80K,Blue,36,6,3,3,3674,895,2779,0.658,1703,48,0.371,0.244
508,yes,49,M,2,Unknown,Married,$80K - $120K,Blue,39,2,3,4,29865,2097,27768,0.902,8636,74,0.947,0.07
509,no,35,M,1,Post-Graduate,Married,$80K - $120K,Blue,27,3,3,4,25516,1363,24153,1.172,2317,38,0.727,0.053
510,no,52,F,2,Uneducated,Married,Less than $40K,Blue,43,3,3,3,6897,640,6257,1.052,2781,57,0.839,0.093
511,no,35,F,3,Uneducated,Married,Unknown,Blue,29,3,3,1,2278,1303,975,0.645,5101,76,0.617,0.572
512,no,38,M,2,College,Married,$80K - $120K,Blue,36,3,3,3,6452,1151,5301,0.884,4835,84,0.714,0.178
513,no,53,M,2,High School,Single,$120K +,Blue,35,4,2,1,19040,2056,16984,0.607,1212,31,0.722,0.108
514,no,45,M,2,Unknown,Married,$120K +,Silver,38,4,2,3,34516,1406,33110,1.261,3342,63,0.969,0.041
515,yes,41,M,4,Uneducated,Married,$80K - $120K,Blue,37,1,2,2,23250,0,23250,0.564,2205,43,0.654,0
516,no,57,F,3,Unknown,Single,Less than $40K,Blue,29,6,1,1,8801,1421,7380,0.568,1104,31,0.292,0.161
517,yes,41,F,1,Doctorate,Divorced,Less than $40K,Blue,30,3,3,1,2029,621,1408,1.001,3142,37,0.85,0.306
518,no,44,F,4,Graduate,Single,$40K - $60K,Blue,38,3,3,3,3897,2296,1601,0.746,4627,77,0.791,0.589
519,no,42,F,4,Graduate,Married,Less than $40K,Blue,36,6,2,1,1438.3,0,1438.3,0.795,4396,70,0.628,0
520,no,37,M,3,Uneducated,Single,$40K - $60K,Blue,19,3,3,4,2186,1185,1001,0.998,2614,67,0.861,0.542
521,no,44,F,3,College,Unknown,Less than $40K,Blue,25,6,3,2,3083,1040,2043,0.729,4311,78,0.56,0.337
522,no,50,M,1,Doctorate,Married,$80K - $120K,Blue,36,5,3,3,18964,2207,16757,0.625,3835,78,0.625,0.116
523,no,36,F,1,Graduate,Married,Less than $40K,Blue,25,5,1,2,2999,1247,1752,0.962,2017,40,0.6,0.416
524,no,45,F,3,High School,Married,Less than $40K,Blue,37,4,1,3,2104,1267,837,0.677,1732,35,1.059,0.602
525,no,48,F,3,Unknown,Divorced,Less than $40K,Blue,36,5,1,4,3968,935,3033,0.649,4128,72,0.674,0.236
526,no,51,F,4,Uneducated,Single,Less than $40K,Blue,37,4,4,2,1765,1487,278,0.738,3333,66,1,0.842
527,no,44,M,5,Unknown,Married,$60K - $80K,Blue,34,5,3,2,2791,1979,812,0.807,4617,70,0.628,0.709
528,no,45,M,3,High School,Married,$120K +,Blue,35,6,2,3,32446,1974,30472,0.621,1717,39,0.696,0.061
529,no,59,M,0,High School,Married,Less than $40K,Blue,47,6,3,4,1479,787,692,0.865,2139,70,0.556,0.532
530,no,43,F,5,Graduate,Married,Less than $40K,Blue,35,3,6,4,5438,2214,3224,0.668,5029,75,0.562,0.407
531,no,42,F,4,Graduate,Married,Less than $40K,Blue,28,5,2,4,2205,1245,960,0.925,4921,90,0.8,0.565
532,no,49,F,4,High School,Single,Unknown,Silver,30,2,3,2,34516,1963,32553,0.758,13174,86,0.792,0.057
533,no,46,M,1,Graduate,Divorced,$40K - $60K,Blue,37,1,2,2,11343,1175,10168,0.699,8313,107,0.672,0.104
534,no,46,F,1,Graduate,Single,$40K - $60K,Blue,34,4,2,2,3569,0,3569,0.706,4186,72,0.636,0
535,no,26,F,1,Uneducated,Single,Unknown,Blue,13,6,2,3,12007,956,11051,0.832,2678,50,0.471,0.08
536,yes,34,M,2,High School,Single,$60K - $80K,Blue,36,2,3,2,9719,2517,7202,0.906,9183,51,0.7,0.259
537,no,45,M,4,College,Married,$80K - $120K,Blue,31,4,3,3,31978,1659,30319,0.556,2333,51,1.217,0.052
538,no,44,F,4,High School,Single,$40K - $60K,Blue,38,6,3,3,7881,2517,5364,0.738,3068,77,0.711,0.319
539,yes,53,M,2,Graduate,Married,$80K - $120K,Blue,41,3,3,2,11669,2227,9442,0.622,720,23,0.353,0.191
540,no,40,F,4,High School,Single,Less than $40K,Blue,36,5,5,3,2932,1664,1268,0.612,4795,82,0.708,0.568
541,no,58,M,3,High School,Single,$120K +,Blue,53,4,1,2,6103,1798,4305,0.705,1468,34,0.619,0.295
542,no,41,F,3,Unknown,Married,Unknown,Silver,34,5,3,3,34516,2053,32463,1.034,1487,26,0.733,0.059
543,no,46,M,5,Graduate,Married,Less than $40K,Blue,35,6,2,2,2206,1722,484,0.973,4455,67,0.763,0.781
544,no,52,M,0,Graduate,Single,$60K - $80K,Blue,46,4,2,4,10817,1142,9675,0.722,3889,60,0.818,0.106
545,no,39,M,3,Graduate,Single,$120K +,Blue,36,4,2,2,34516,0,34516,0.754,3572,55,0.667,0
546,no,39,F,1,Unknown,Single,$40K - $60K,Blue,36,6,1,3,11213,0,11213,0.563,1257,23,0.643,0
547,yes,37,F,3,Unknown,Single,Unknown,Blue,24,2,3,2,2054,0,2054,0.87,2567,43,0.593,0
548,no,60,F,1,High School,Divorced,Less than $40K,Blue,48,5,3,3,2737,1812,925,0.703,4507,86,0.955,0.662
549,no,60,F,0,High School,Married,Less than $40K,Blue,36,1,1,3,4147,2262,1885,0.565,14624,111,0.79,0.545
550,no,51,F,3,High School,Single,Less than $40K,Blue,38,1,3,2,1759,1345,414,0.61,4351,81,0.688,0.765
551,yes,65,F,2,Graduate,Single,Less than $40K,Blue,56,3,0,3,6812,1926,4886,0.735,2288,48,0.778,0.283
552,no,32,F,3,Graduate,Single,Less than $40K,Blue,36,3,1,3,3555,0,3555,0.813,2346,71,0.651,0
553,no,42,M,4,Graduate,Married,$60K - $80K,Silver,33,1,2,1,6224,0,6224,0.63,7612,82,0.783,0
554,no,54,M,3,High School,Married,$80K - $120K,Blue,36,6,1,2,1438.3,1133,305.3,0.759,1935,41,0.708,0.788
555,no,48,M,4,Graduate,Single,$80K - $120K,Blue,36,6,4,1,22067,685,21382,0.605,3577,64,0.882,0.031
556,no,41,F,3,College,Married,Less than $40K,Blue,35,2,1,2,2066,1542,524,0.71,4887,76,0.617,0.746
557,no,48,F,4,Uneducated,Married,Less than $40K,Blue,29,1,3,2,1843,1802,41,0.762,5199,73,0.738,0.978
558,yes,47,F,3,Graduate,Married,$40K - $60K,Blue,31,6,3,6,5496,0,5496,0.548,1913,34,0.308,0
559,no,52,M,1,Unknown,Married,$80K - $120K,Blue,36,4,2,2,14858,1594,13264,0.51,4286,72,0.636,0.107
560,no,48,M,3,Graduate,Married,$120K +,Gold,36,1,4,2,34516,1823,32693,1.062,15552,108,0.831,0.053
561,no,34,F,2,Graduate,Single,Less than $40K,Blue,27,4,1,1,1901,1176,725,0.612,2450,52,0.857,0.619
562,no,46,F,3,Graduate,Married,Unknown,Blue,39,3,3,4,1438.3,0,1438.3,0.646,4111,62,0.55,0
563,yes,58,M,0,Unknown,Single,$40K - $60K,Blue,45,3,1,3,3421,2517,904,0.992,992,21,0.4,0.736
564,no,51,M,1,High School,Married,$80K - $120K,Blue,36,5,2,2,9186,0,9186,0.658,4986,88,0.76,0
565,no,46,F,2,High School,Unknown,Unknown,Blue,32,4,1,3,7966,1423,6543,0.987,3780,75,0.923,0.179
566,yes,62,M,1,High School,Single,$60K - $80K,Blue,46,2,3,3,7547,2477,5070,1.021,5294,73,0.698,0.328
567,no,54,M,4,Unknown,Married,$60K - $80K,Blue,36,3,4,2,7477,1752,5725,0.294,1543,34,0.172,0.234
568,no,56,F,2,Unknown,Married,$40K - $60K,Blue,49,3,3,2,3681,0,3681,0.693,13222,112,0.931,0
569,no,47,M,3,Unknown,Single,$40K - $60K,Blue,36,3,6,2,5154,1407,3747,0.666,1694,32,0.778,0.273
570,no,54,F,1,High School,Married,Less than $40K,Blue,41,3,3,2,3784,2517,1267,0.648,15199,96,0.684,0.665
571,no,46,F,4,Graduate,Single,$40K - $60K,Blue,36,1,3,1,2652,2386,266,0.766,5329,83,0.729,0.9
572,no,46,F,2,Graduate,Single,Less than $40K,Blue,36,1,1,1,5785,2130,3655,0.813,7950,86,0.593,0.368
573,no,30,F,0,Unknown,Married,Less than $40K,Blue,19,5,1,4,2898,0,2898,1.154,2632,64,0.778,0
574,no,41,M,4,Post-Graduate,Married,$80K - $120K,Blue,36,1,2,2,21751,1573,20178,0.878,8332,102,0.569,0.072
575,no,39,M,2,Post-Graduate,Married,$60K - $80K,Blue,36,6,3,2,5471,2056,3415,0.465,1992,46,0.704,0.376
576,no,43,M,3,High School,Unknown,$60K - $80K,Blue,36,5,3,3,20811,1425,19386,0.382,1483,38,0.52,0.068
577,yes,37,M,3,College,Married,$60K - $80K,Blue,19,2,3,4,3100,2517,583,0.35,694,12,0.2,0.812
578,no,45,M,5,Unknown,Married,$60K - $80K,Blue,38,1,2,3,6895,2314,4581,0.84,8778,85,0.604,0.336
579,no,42,F,4,Unknown,Married,Less than $40K,Blue,30,3,2,1,1531,987,544,0.831,4373,67,0.811,0.645
580,no,59,F,2,Uneducated,Married,Less than $40K,Blue,36,6,3,2,3850,0,3850,0.509,15107,117,0.918,0
581,no,60,M,0,High School,Married,$40K - $60K,Blue,36,5,1,3,3281,837,2444,1.859,1424,29,1.417,0.255
582,no,49,F,5,High School,Married,$40K - $60K,Blue,33,6,3,2,2506,1549,957,0.752,4747,91,0.936,0.618
583,yes,45,F,2,Doctorate,Married,Less than $40K,Blue,31,4,3,4,2704,2262,442,0.87,2362,39,0.444,0.837
584,no,49,M,4,Doctorate,Married,$60K - $80K,Blue,44,3,1,1,3343,1581,1762,1.146,1545,31,0.824,0.473
585,no,55,M,2,Uneducated,Single,$60K - $80K,Blue,36,5,1,4,4712,1920,2792,0.596,4277,66,0.571,0.407
586,no,47,F,4,Post-Graduate,Divorced,$40K - $60K,Blue,40,2,2,3,2725,1851,874,0.687,4904,85,0.7,0.679
587,no,55,M,2,Graduate,Single,$80K - $120K,Silver,36,5,1,1,34516,1316,33200,0.818,3542,60,0.714,0.038
588,no,46,M,4,College,Married,$40K - $60K,Silver,36,3,2,2,18956,1694,17262,0.702,8032,88,0.66,0.089
589,no,46,M,3,Graduate,Unknown,$80K - $120K,Blue,27,5,1,3,3665,1725,1940,0.495,1881,55,0.618,0.471
590,no,49,F,4,Post-Graduate,Single,Unknown,Blue,44,6,3,2,18206,1586,16620,0.921,1439,48,1,0.087
591,yes,59,F,1,Graduate,Married,Less than $40K,Blue,36,2,3,3,2468,0,2468,0.5,2017,37,0.762,0
592,no,48,M,1,College,Single,$80K - $120K,Silver,36,6,3,3,34516,1629,32887,0.815,4042,78,0.592,0.047
593,no,42,M,2,College,Married,$80K - $120K,Blue,32,5,2,2,22120,1805,20315,0.65,3981,65,0.667,0.082
594,no,59,M,0,High School,Single,$80K - $120K,Blue,47,5,3,3,26812,1491,25321,0.679,14838,110,0.642,0.056
595,no,39,M,2,Graduate,Married,$40K - $60K,Blue,31,5,3,2,8687,1146,7541,1.8,2279,33,1.357,0.132
596,no,34,M,1,High School,Single,$40K - $60K,Blue,25,4,1,2,1793,1141,652,0.715,5293,88,0.76,0.636
597,yes,47,F,5,Uneducated,Single,Unknown,Blue,40,5,4,5,3502,0,3502,0.531,1895,42,0.4,0
598,yes,50,M,2,Graduate,Married,$80K - $120K,Blue,31,3,3,3,12906,321,12585,0.76,2078,62,0.55,0.025
