,still_customer,customer_age,gender,dependent_count,education_level,marital_status,income_category,card_category,months_on_book,total_relationship_count,months_inactive_12_mon,contacts_count_12_mon,credit_limit,total_revolving_bal,avg_open_to_buy,total_amt_chng_q4_q1,total_trans_amt,total_trans_ct,total_ct_chng_q4_q1,avg_utilization_ratio
599,no,35,F,3,Graduate,Single,$40K - $60K,Blue,28,5,6,2,3250,1560,1690,0.634,4673,73,0.698,0.48
600,no,46,M,1,Unknown,Married,$60K - $80K,Blue,39,4,3,3,5374,2324,3050,0.423,1557,49,0.4,0.432
601,yes,47,M,3,College,Single,$60K - $80K,Blue,39,5,3,2,22599,0,22599,1.039,4739,55,0.486,0
602,no,42,F,4,High School,Single,Less than $40K,Blue,30,3,1,3,6172,1212,4960,0.723,16622,99,0.65,0.196
603,no,44,M,1,Uneducated,Married,$60K - $80K,Blue,36,5,2,3,14450,2440,12010,1.283,1235,30,0.667,0.169
604,no,52,M,1,High School,Single,$80K - $120K,Blue,41,4,1,4,4103,1972,2131,0.665,16344,118,0.788,0.481
605,no,47,M,5,Post-Graduate,Married,Less than $40K,Blue,41,4,2,1,3532,0,3532,0.82,3162,56,0.6,0
606,no,44,M,3,Unknown,Single,$80K - $120K,Silver,38,3,3,1,34516,657,33859,0.641,4614,76,0.689,0.019
607,yes,26,F,0,High School,Single,Unknown,Blue,13,1,2,4,6152,0,6152,0.391,968,23,0.533,0
608,no,41,M,3,Graduate,Single,$40K - $60K,Blue,37,3,3,2,7839,1544,6295,0.715,7904,83,0.804,0.197
609,no,59,F,1,Graduate,Single,Less than $40K,Blue,36,3,2,3,6335,1128,5207,0.397,1217,20,0.667,0.178
610,yes,61,M,0,Graduate,Single,$40K - $60K,Blue,56,2,5,4,3984,2245,1739,0.612,1821,39,0.696,0.564
611,yes,53,F,2,Unknown,Single,Less than $40K,Blue,36,3,3,4,2575,411,2164,0.833,2423,43,0.593,0.16
612,no,37,F,3,Graduate,Divorced,Less than $40K,Blue,24,3,3,4,3727,995,2732,0.743,14786,101,0.656,0.267
613,no,32,F,0,Unknown,Single,Less than $40K,Blue,22,1,3,2,1438.3,713,725.3,0.806,5099,80,0.951,0.496
614,no,36,M,3,Unknown,Married,$60K - $80K,Blue,36,4,2,2,2956,2411,545,0.971,1896,31,0.824,0.816
615,no,49,M,4,Uneducated,Unknown,$60K - $80K,Silver,44,6,3,2,32244,0,32244,0.647,3501,65,0.757,0
616,no,57,M,4,Graduate,Married,$80K - $120K,Blue,46,3,2,3,19270,1662,17608,1.186,1565,28,1.545,0.086
617,yes,40,M,2,Unknown,Single,$60K - $80K,Blue,20,4,2,4,4283,0,4283,0.878,8672,64,1.207,0
618,no,57,M,2,Graduate,Married,$80K - $120K,Blue,40,3,2,3,12208,1980,10228,0.616,1409,34,0.619,0.162
619,no,53,M,1,Unknown,Married,$120K +,Blue,42,4,1,4,8329,877,7452,0.432,1570,56,0.333,0.105
620,no,48,F,3,College,Unknown,Unknown,Blue,40,2,6,1,2337,0,2337,0.586,5203,90,0.765,0
621,yes,50,M,1,Post-Graduate,Unknown,$80K - $120K,Blue,38,2,3,4,2673,0,2673,1.043,4929,54,0.459,0
622,no,52,F,3,High School,Married,Less than $40K,Blue,48,4,2,2,3136,1103,2033,0.812,4528,81,0.884,0.352
623,yes,48,F,3,High School,Unknown,Less than $40K,Blue,37,4,2,1,2363,978,1385,0.662,2635,40,0.538,0.414
624,no,63,M,1,High School,Single,$60K - $80K,Blue,54,2,3,3,23355,1061,22294,0.864,8634,95,0.9,0.045
625,no,35,F,0,High School,Single,Less than $40K,Blue,36,4,3,4,5931,0,5931,0.668,2730,71,0.614,0
626,no,49,M,2,High School,Single,$80K - $120K,Blue,37,6,1,4,24299,2517,21782,0.723,5320,62,0.771,0.104
627,no,49,F,3,Graduate,Single,$40K - $60K,Blue,33,5,3,2,9995,1713,8282,0.96,1172,38,0.462,0.171
628,no,32,F,2,Uneducated,Single,Unknown,Blue,25,3,2,1,3193,1533,1660,0.936,4419,75,0.786,0.48
629,no,32,M,1,Unknown,Single,$120K +,Blue,18,5,3,2,6276,2289,3987,0.637,2637,68,0.388,0.365
630,no,40,F,3,High School,Unknown,Less than $40K,Blue,36,5,2,2,5525,2409,3116,0.929,2305,33,0.941,0.436
631,no,46,M,2,Unknown,Divorced,$80K - $120K,Blue,30,3,3,3,2770,1286,1484,1.068,2920,74,0.721,0.464
632,yes,39,M,5,Graduate,Single,$60K - $80K,Blue,36,1,3,3,24657,633,24024,0.358,1954,46,0.394,0.026
633,no,46,F,3,Doctorate,Single,Unknown,Blue,36,6,3,2,2189,1666,523,0.343,1287,36,0.636,0.761
634,no,45,F,1,Unknown,Married,Less than $40K,Blue,36,1,2,1,5087,2517,2570,0.765,4682,77,0.711,0.495
635,no,44,M,3,High School,Married,$60K - $80K,Blue,36,2,2,1,3605,0,3605,0.594,6800,78,0.814,0
636,no,39,M,3,Graduate,Married,$40K - $60K,Blue,29,2,2,2,3152,1174,1978,0.862,13670,117,0.857,0.372
637,no,38,F,0,Graduate,Single,Less than $40K,Blue,32,6,3,3,1755,750,1005,0.659,5000,79,0.837,0.427
638,no,51,F,2,High School,Married,Less than $40K,Blue,33,2,1,3,5625,1640,3985,0.893,7890,75,0.875,0.292
639,no,41,M,3,Graduate,Single,$80K - $120K,Blue,26,4,3,2,11806,1811,9995,0.754,1465,31,0.476,0.153
640,no,47,M,3,Doctorate,Single,Less than $40K,Blue,35,4,3,2,1842,0,1842,0.726,4165,67,0.634,0
641,no,47,M,3,High School,Single,$80K - $120K,Blue,42,4,1,0,24480,1923,22557,0.505,1416,32,0.778,0.079
642,yes,47,M,4,Graduate,Single,$120K +,Blue,35,3,4,3,7015,0,7015,0.456,1799,51,0.645,0
643,no,50,F,5,Uneducated,Single,Less than $40K,Blue,33,4,3,3,2837,1377,1460,0.564,3928,54,0.8,0.485
644,no,53,F,3,High School,Married,Unknown,Blue,36,4,2,4,11098,821,10277,0.896,2156,46,0.586,0.074
645,no,48,F,3,Post-Graduate,Married,Less than $40K,Blue,35,3,3,3,2640,2133,507,1.008,4956,72,0.846,0.808
646,no,49,M,1,Unknown,Single,$120K +,Blue,40,5,3,1,34516,0,34516,0.759,3230,64,0.561,0
647,no,37,F,3,Graduate,Married,Unknown,Blue,30,5,3,3,4554,780,3774,0.658,4816,81,0.588,0.171
648,no,65,M,2,Unknown,Married,Less than $40K,Blue,56,4,2,4,2318,1010,1308,0.81,1256,35,0.591,0.436
649,no,37,M,3,Graduate,Married,$80K - $120K,Blue,20,3,3,3,8260,2077,6183,1.167,2323,47,0.621,0.251
650,no,42,M,3,Graduate,Divorced,$40K - $60K,Blue,33,4,2,4,3178,1800,1378,0.89,4605,86,0.623,0.566
651,no,55,F,2,Uneducated,Married,Less than $40K,Blue,43,6,2,3,2736,993,1743,1.06,4078,85,0.977,0.363
652,no,48,F,4,Doctorate,Single,Unknown,Blue,39,6,1,1,2845,919,1926,0.652,2635,43,1.263,0.323
653,no,48,M,4,High School,Single,$60K - $80K,Blue,42,5,4,2,2384,1596,788,0.831,3149,59,0.903,0.669
654,no,39,M,1,Graduate,Single,$120K +,Blue,24,6,2,4,10074,2517,7557,0.77,1729,52,0.926,0.25
655,no,44,F,4,Graduate,Single,Unknown,Blue,36,3,1,3,8482,0,8482,0.563,4076,81,0.688,0
656,no,35,M,3,Graduate,Married,$120K +,Blue,28,4,3,2,14869,0,14869,1.624,2753,48,1.087,0
657,no,47,M,1,Unknown,Divorced,$80K - $120K,Blue,38,5,3,5,18432,1422,17010,1.357,2748,58,0.933,0.077
658,yes,56,M,2,Unknown,Married,Less than $40K,Blue,44,5,3,1,4390,0,4390,1.005,8454,69,0.769,0
659,no,37,F,3,Graduate,Single,Less than $40K,Blue,36,3,2,3,6077,1397,4680,0.834,2837,74,0.609,0.23
660,no,42,F,2,Doctorate,Married,Unknown,Blue,30,4,3,5,14828,1513,13315,0.748,15572,113,0.614,0.102
661,no,62,F,2,Graduate,Married,Less than $40K,Blue,51,6,2,4,2986,1632,1354,0.883,2141,55,0.667,0.547
662,no,48,F,3,Unknown,Married,Less than $40K,Blue,36,3,1,4,6197,1219,4978,0.552,3825,67,0.675,0.197
663,no,51,M,2,Graduate,Married,$80K - $120K,Blue,34,5,4,1,13587,2374,11213,0.789,4995,88,0.692,0.175
664,no,45,M,2,Uneducated,Married,$120K +,Blue,36,6,2,3,3383,1458,1925,0.678,4897,75,0.562,0.431
665,no,59,M,1,High School,Single,$60K - $80K,Blue,51,6,2,4,8973,1300,7673,0.568,4699,72,0.714,0.145
666,no,47,F,3,Post-Graduate,Unknown,$40K - $60K,Blue,36,6,1,2,3979,1319,2660,0.85,4598,67,0.634,0.331
667,no,40,F,4,Graduate,Married,Less than $40K,Blue,24,3,3,2,8014,1402,6612,0.873,1596,34,0.789,0.175
668,yes,43,F,4,College,Married,Less than $40K,Blue,28,5,2,4,1484,0,1484,0.2,1664,39,0.5,0
669,yes,43,M,3,Post-Graduate,Married,$40K - $60K,Platinum,31,2,3,4,23981,593,23388,0.987,4758,65,0.512,0.025
670,no,49,F,4,Graduate,Unknown,$40K - $60K,Blue,35,3,3,2,2631,1699,932,0.668,4691,92,0.704,0.646
671,no,36,M,2,High School,Single,$40K - $60K,Blue,32,3,5,2,2683,1533,1150,0.821,2373,73,0.659,0.571
672,no,48,F,4,Uneducated,Married,Unknown,Blue,36,2,6,1,7469,1216,6253,0.771,13614,104,0.6,0.163
673,no,41,M,2,Graduate,Married,$80K - $120K,Blue,35,3,3,4,10873,1514,9359,0.879,5089,82,0.783,0.139
674,yes,46,M,2,Uneducated,Unknown,$60K - $80K,Blue,30,4,3,2,1438.3,681,757.3,0.731,2527,38,0.583,0.473
675,no,26,M,0,College,Single,Unknown,Blue,13,6,3,2,2347,0,2347,0.863,2595,56,0.333,0
676,no,38,M,2,Uneducated,Single,$80K - $120K,Blue,22,2,1,3,34516,1595,32921,0.824,8871,97,0.764,0.046
677,no,44,M,2,Unknown,Married,$60K - $80K,Blue,34,4,4,4,3828,1146,2682,0.681,4558,90,0.636,0.299
678,no,34,M,2,High School,Married,$60K - $80K,Blue,28,3,3,3,2853,2420,433,0.858,1750,47,0.808,0.848
679,no,59,M,0,Uneducated,Single,$60K - $80K,Blue,48,5,1,3,4906,1302,3604,0.862,4833,80,0.905,0.265
680,no,47,M,4,Uneducated,Single,$80K - $120K,Blue,32,3,3,2,34010,1340,32670,0.744,1739,39,0.5,0.039
681,no,33,F,3,Post-Graduate,Married,$40K - $60K,Blue,28,5,2,3,1864,1081,783,1.416,2607,44,1.75,0.58
682,no,33,F,1,Doctorate,Unknown,Less than $40K,Gold,24,2,3,2,15987,1992,13995,0.739,8302,81,0.841,0.125
683,no,42,M,2,Graduate,Single,$80K - $120K,Blue,36,3,1,3,3046,1231,1815,0.692,4711,77,0.878,0.404
684,yes,48,M,2,College,Divorced,$80K - $120K,Blue,40,4,3,3,4479,0,4479,0.89,4520,63,0.37,0
685,yes,46,F,1,Graduate,Married,Unknown,Blue,24,3,3,2,2694,1576,1118,0.494,2041,57,0.9,0.585
686,no,53,F,2,Uneducated,Married,Unknown,Blue,36,4,3,3,2162,1592,570,0.547,1736,42,0.615,0.736
687,no,49,F,3,Unknown,Single,Less than $40K,Blue,42,5,3,3,3261,814,2447,0.85,4739,89,0.712,0.25
688,no,29,M,0,Unknown,Divorced,$80K - $120K,Blue,14,6,3,3,3544,0,3544,0.718,2435,63,1.032,0
689,no,48,F,1,Unknown,Single,Less than $40K,Blue,36,1,1,2,3918,813,3105,1.149,15867,103,1.06,0.208
690,no,50,F,1,High School,Married,$40K - $60K,Blue,43,4,3,4,2961,2048,913,0.913,4056,92,0.769,0.692
691,no,44,M,2,Graduate,Married,$60K - $80K,Blue,36,3,1,2,4141,1424,2717,0.574,3512,65,0.477,0.344
692,yes,38,M,3,College,Single,$60K - $80K,Blue,34,6,3,4,12050,1821,10229,0.63,2381,40,0.481,0.151
693,no,49,F,1,Graduate,Divorced,$40K - $60K,Blue,40,3,2,3,1438.3,0,1438.3,0.675,3886,77,0.75,0
694,yes,49,F,4,Uneducated,Unknown,Less than $40K,Blue,39,6,3,2,3468,2517,951,0.746,2494,39,0.345,0.726
695,yes,52,M,3,Unknown,Single,$80K - $120K,Blue,44,1,2,4,3526,2429,1097,0.712,7775,63,0.909,0.689
696,no,49,F,1,Graduate,Married,Unknown,Blue,39,1,1,3,5455,2091,3364,0.748,4349,58,0.812,0.383
697,yes,48,M,4,Uneducated,Single,$80K - $120K,Silver,43,2,3,4,34516,0,34516,0.671,1626,28,0.4,0
698,no,47,F,5,Graduate,Single,Less than $40K,Blue,42,4,2,4,2224,1106,1118,0.501,1698,41,0.367,0.497
699,no,46,M,5,High School,Married,$120K +,Blue,32,5,2,2,34516,1024,33492,0.72,2436,71,0.651,0.03
700,no,59,F,0,Post-Graduate,Single,$40K - $60K,Blue,40,5,3,3,2634,1644,990,1.092,4190,71,0.732,0.624
701,no,29,M,2,Graduate,Divorced,Less than $40K,Blue,20,4,1,2,2462,2021,441,0.966,2320,57,0.676,0.821
702,no,44,M,4,Unknown,Single,$80K - $120K,Blue,38,5,3,4,3936,2024,1912,0.988,5001,66,0.692,0.514
703,no,53,M,1,High School,Unknown,$120K +,Blue,34,2,1,2,8507,1484,7023,0.709,14949,114,0.727,0.174
704,yes,46,M,2,High School,Single,$40K - $60K,Blue,36,5,2,2,6362,0,6362,0.596,1968,51,0.759,0
705,yes,43,M,2,College,Divorced,$120K +,Blue,37,4,1,2,34516,0,34516,0.536,1370,38,0.357,0
706,no,49,M,2,Uneducated,Married,$60K - $80K,Blue,44,6,1,3,5013,0,5013,0.822,5223,84,0.909,0
707,yes,41,M,3,High School,Married,$120K +,Blue,32,2,2,1,34516,0,34516,0.965,4734,57,0.541,0
708,no,40,F,4,Graduate,Married,Unknown,Blue,25,6,2,1,25060,0,25060,0.758,3749,61,0.743,0
709,yes,47,F,3,Unknown,Single,Less than $40K,Blue,35,4,3,6,2402,628,1774,0.689,1930,48,0.6,0.261
710,no,35,F,1,Uneducated,Single,Unknown,Silver,27,4,3,2,34516,0,34516,0.682,2562,62,0.722,0
711,no,44,F,2,High School,Single,Less than $40K,Blue,29,6,1,2,2288,1505,783,0.788,4396,68,0.659,0.658
712,no,57,M,2,Unknown,Single,$120K +,Blue,44,5,1,2,5612,1884,3728,0.77,4734,83,0.886,0.336
713,no,53,M,1,High School,Single,Less than $40K,Blue,36,3,3,3,8979,1289,7690,0.651,7422,87,0.673,0.144
714,no,64,F,0,Graduate,Married,Unknown,Blue,36,3,1,3,7646,1010,6636,0.421,1667,47,0.469,0.132
715,no,54,F,3,Unknown,Married,Less than $40K,Blue,36,6,2,4,2556,2260,296,0.487,1401,30,0.579,0.884
716,no,53,M,3,Unknown,Married,$80K - $120K,Blue,40,2,2,3,16747,0,16747,0.801,4350,76,0.767,0
717,no,52,M,2,High School,Single,$40K - $60K,Blue,45,3,1,2,13532,1300,12232,0.846,1521,29,1.417,0.096
718,no,45,M,3,Graduate,Married,$60K - $80K,Blue,36,3,1,3,14593,1504,13089,0.668,3447,72,0.895,0.103
719,no,46,F,3,Uneducated,Single,Unknown,Blue,28,4,1,5,21646,1778,19868,1.071,3328,61,0.794,0.082
720,no,28,F,0,College,Married,Unknown,Blue,36,3,2,3,5685,0,5685,1.334,2395,62,1,0
721,no,53,F,3,Graduate,Married,Less than $40K,Blue,47,5,6,2,2759,2223,536,1.32,2093,42,1,0.806
722,no,53,M,2,Uneducated,Single,$60K - $80K,Blue,38,3,2,2,7062,1255,5807,0.672,3432,68,0.744,0.178
723,yes,38,M,1,High School,Single,$120K +,Blue,30,5,3,3,10874,2415,8459,0.933,4619,59,0.372,0.222
724,no,26,F,0,Graduate,Single,Less than $40K,Blue,19,2,1,2,3416,1109,2307,0.783,4614,70,1,0.325
725,no,48,F,2,Graduate,Married,$40K - $60K,Blue,42,4,3,3,4076,0,4076,0.808,1235,37,0.682,0
726,no,58,F,1,College,Single,Less than $40K,Blue,46,1,5,1,1552,0,1552,0.762,4731,71,0.651,0
727,yes,42,M,3,College,Married,$60K - $80K,Blue,34,3,3,3,13450,0,13450,0.742,1000,18,0.059,0
728,no,41,M,4,Unknown,Married,$60K - $80K,Blue,36,5,3,2,1734,857,877,0.752,4741,84,0.714,0.494
729,no,34,F,2,Graduate,Single,$40K - $60K,Blue,23,4,2,2,7594,1442,6152,0.753,15026,99,0.678,0.19
730,no,48,F,4,High School,Married,$40K - $60K,Blue,42,3,1,3,4206,1100,3106,0.587,1144,22,1,0.262
731,no,46,M,2,High School,Married,$40K - $60K,Blue,32,4,3,2,2619,2271,348,0.61,3835,60,0.818,0.867
732,no,56,F,1,Graduate,Married,Less than $40K,Blue,49,5,1,0,5097,1152,3945,0.94,2052,45,0.607,0.226
733,no,35,F,1,Uneducated,Married,Less than $40K,Blue,30,3,2,1,2593,1660,933,0.562,1974,33,1.062,0.64
734,yes,63,M,1,Graduate,Single,$60K - $80K,Blue,56,3,3,2,9569,0,9569,0.94,2287,49,0.581,0
735,no,49,M,5,Graduate,Single,$60K - $80K,Blue,42,2,1,3,7801,2018,5783,0.684,7561,91,0.685,0.259
736,no,48,F,1,Doctorate,Married,Less than $40K,Blue,39,3,3,3,4844,1576,3268,0.809,1489,48,0.6,0.325
737,yes,50,F,3,Doctorate,Single,Unknown,Blue,36,4,3,3,5173,0,5173,0.912,8757,68,0.789,0
738,no,42,F,3,High School,Married,Less than $40K,Blue,33,5,2,4,6848,0,6848,0.962,4006,82,0.822,0
739,no,46,M,2,Uneducated,Single,$120K +,Blue,32,2,3,1,34516,2328,32188,0.855,15754,121,0.729,0.067
740,no,49,M,4,Graduate,Married,$80K - $120K,Blue,39,6,3,2,17285,1853,15432,0.882,4787,60,0.714,0.107
741,no,45,F,5,Graduate,Single,Less than $40K,Blue,33,5,3,3,2288,1249,1039,0.605,4504,87,0.706,0.546
742,no,45,F,4,Unknown,Single,Less than $40K,Gold,36,6,1,3,15987,1648,14339,0.732,1436,36,1.25,0.103
743,no,47,M,2,College,Married,$120K +,Blue,35,4,3,2,3636,1010,2626,0.596,1564,59,0.686,0.278
744,no,52,M,2,High School,Single,$80K - $120K,Silver,40,3,3,3,34516,2177,32339,1.32,1234,23,1.875,0.063
745,no,43,F,4,Graduate,Single,Less than $40K,Blue,34,2,3,2,2005,1263,742,0.657,4906,80,0.818,0.63
746,no,54,M,2,Graduate,Single,$60K - $80K,Blue,36,5,3,1,12815,1017,11798,0.532,3771,78,0.66,0.079
747,no,50,F,3,Uneducated,Single,Less than $40K,Blue,41,4,2,2,2563,1860,703,0.68,3774,83,0.804,0.726
748,no,37,F,3,High School,Single,Less than $40K,Blue,31,5,1,3,1438.3,0,1438.3,0.79,2075,66,0.692,0
749,no,39,F,1,High School,Single,$40K - $60K,Blue,20,3,2,2,9956,1117,8839,0.515,1447,39,0.696,0.112
750,yes,47,F,2,Graduate,Single,Less than $40K,Gold,37,6,2,1,15109,897,14212,0.494,2315,43,0.303,0.059
751,no,45,F,0,Unknown,Single,Less than $40K,Blue,36,6,2,3,3230,2517,713,0.615,1931,57,0.425,0.779
752,no,43,M,1,Graduate,Single,$60K - $80K,Blue,37,4,3,4,20013,922,19091,0.655,1518,39,0.625,0.046
753,yes,61,F,0,Graduate,Married,Less than $40K,Blue,56,3,3,3,2122,554,1568,0.857,949,17,0.133,0.261
754,no,34,F,3,Uneducated,Single,$40K - $60K,Blue,27,3,2,4,2313,1775,538,0.773,4317,68,0.545,0.767
755,no,33,F,4,Post-Graduate,Married,$40K - $60K,Blue,36,4,2,3,2372,1887,485,0.8,1852,55,0.618,0.796
756,no,50,M,2,College,Married,$80K - $120K,Blue,39,6,4,2,3606,1862,1744,0.689,3568,92,0.804,0.516
757,no,52,M,3,Graduate,Married,$60K - $80K,Blue,44,1,2,1,23889,603,23286,0.792,13360,124,0.968,0.025
758,no,44,M,4,Post-Graduate,Single,$120K +,Blue,32,2,4,2,23957,2102,21855,0.997,1276,26,0.733,0.088
759,no,59,M,2,High School,Married,$40K - $60K,Blue,50,6,3,2,2701,1572,1129,0.475,1469,36,0.5,0.582
760,no,51,M,0,High School,Unknown,$80K - $120K,Blue,44,2,2,3,22741,2176,20565,0.689,8438,100,0.887,0.096
761,no,57,M,4,Post-Graduate,Married,$120K +,Blue,51,4,2,3,16952,0,16952,0.709,1918,61,0.649,0
762,no,40,F,2,Unknown,Single,$40K - $60K,Blue,29,1,3,3,2351,1337,1014,0.613,5115,84,0.787,0.569
763,no,42,F,3,Unknown,Divorced,Unknown,Blue,31,5,3,2,2369,1019,1350,0.691,4317,66,0.784,0.43
764,no,34,F,4,Graduate,Single,$40K - $60K,Blue,28,5,2,3,2472,1899,573,0.77,4408,86,0.792,0.768
765,no,48,F,2,Doctorate,Married,$40K - $60K,Blue,34,3,1,4,5069,1843,3226,0.826,4055,66,0.692,0.364
766,no,54,F,0,College,Married,$40K - $60K,Blue,46,6,2,3,2254,533,1721,1.043,4913,84,0.909,0.236
767,no,55,M,3,Graduate,Married,$80K - $120K,Blue,36,4,3,4,2801,2403,398,0.884,1526,44,1,0.858
768,yes,44,F,2,Uneducated,Single,Unknown,Blue,32,5,3,3,1486,849,637,0.621,2380,43,0.87,0.571
769,no,53,F,2,College,Unknown,Less than $40K,Blue,37,2,3,2,2081,1342,739,1.06,4428,80,0.778,0.645
770,yes,59,M,0,Uneducated,Unknown,$60K - $80K,Blue,48,2,6,2,13172,0,13172,0.876,2598,47,0.621,0
771,yes,45,F,4,Graduate,Married,Less than $40K,Blue,34,3,2,1,1438.3,0,1438.3,0.685,2153,35,0.346,0
772,yes,54,F,2,High School,Married,Unknown,Blue,44,3,3,1,6094,0,6094,1.129,909,14,0.273,0
773,no,47,F,2,Uneducated,Single,Less than $40K,Blue,42,3,1,2,2271,2154,117,1.13,4150,69,0.865,0.948
774,no,29,M,1,Post-Graduate,Married,Less than $40K,Blue,18,4,3,2,2963,1466,1497,1.378,2523,48,0.846,0.495
775,no,37,M,2,High School,Married,$80K - $120K,Blue,31,3,2,4,7304,0,7304,1.144,2717,63,0.703,0
776,no,41,M,2,College,Married,$80K - $120K,Blue,31,1,1,3,3306,706,2600,0.814,4772,76,0.9,0.214
777,no,44,F,4,High School,Single,$40K - $60K,Blue,36,3,2,2,2055,0,2055,0.975,7674,80,0.633,0
778,yes,59,F,1,Graduate,Single,Less than $40K,Blue,51,1,4,4,4257,2517,1740,0.703,2828,50,1.083,0.591
779,no,41,M,5,Graduate,Single,$60K - $80K,Blue,28,5,1,4,4821,1426,3395,0.898,3571,58,0.933,0.296
780,no,42,F,3,Uneducated,Divorced,Less than $40K,Blue,38,5,2,2,3131,849,2282,0.992,3108,62,0.59,0.271
781,no,46,F,2,Unknown,Single,Less than $40K,Blue,33,4,3,2,3670,0,3670,0.797,4811,68,0.889,0
782,yes,40,M,3,High School,Single,$80K - $120K,Blue,36,2,3,2,4620,0,4620,0.654,6644,61,0.694,0
783,no,47,M,5,High School,Married,$60K - $80K,Blue,38,4,1,2,7357,1069,6288,0.77,3943,64,0.641,0.145
784,no,51,M,3,Unknown,Single,$80K - $120K,Blue,36,4,1,2,5611,0,5611,0.697,16557,120,0.622,0
785,no,44,F,2,High School,Single,Less than $40K,Blue,31,3,2,3,4182,2028,2154,0.658,16920,114,0.606,0.485
786,yes,48,F,4,College,Married,Less than $40K,Blue,37,3,2,3,1745,0,1745,0.657,2297,44,0.63,0
787,no,58,M,2,High School,Divorced,$60K - $80K,Blue,46,6,2,0,2467,1176,1291,0.811,4744,73,0.921,0.477
788,yes,49,M,1,Uneducated,Single,$120K +,Blue,30,5,3,3,5181,0,5181,0.83,8943,68,1,0
789,no,54,F,1,Uneducated,Married,Less than $40K,Blue,42,2,2,3,3181,2087,1094,0.752,13392,92,0.736,0.656
790,no,60,M,1,Graduate,Single,$80K - $120K,Blue,55,6,2,1,11524,0,11524,0.682,3598,72,0.532,0
791,no,48,F,3,Graduate,Married,$40K - $60K,Silver,40,5,3,4,18965,2262,16703,0.592,3066,69,0.816,0.119
792,yes,40,F,1,College,Married,$40K - $60K,Blue,36,4,2,4,1737,1689,48,0.644,2459,43,0.536,0.972
793,no,48,M,3,Post-Graduate,Divorced,$60K - $80K,Blue,35,5,2,1,6243,1331,4912,0.8,3502,57,1.036,0.213
794,no,35,F,1,High School,Married,Unknown,Blue,23,3,3,1,1438.3,0,1438.3,0.751,3995,82,0.608,0
795,no,29,F,1,Unknown,Single,Less than $40K,Blue,36,1,1,2,2763,1879,884,0.701,4660,80,0.778,0.68
796,no,55,M,2,High School,Married,$60K - $80K,Blue,36,4,3,3,7231,2381,4850,0.996,1421,23,1.3,0.329
797,no,41,F,4,Uneducated,Married,Less than $40K,Blue,36,3,5,1,1438.3,1055,383.3,0.809,4532,78,0.472,0.734
798,no,44,M,2,Graduate,Single,Unknown,Blue,36,6,3,1,28292,0,28292,0.542,3948,60,0.538,0
799,no,39,M,1,Graduate,Married,Less than $40K,Silver,30,4,3,3,14135,630,13505,0.64,13703,99,0.768,0.045
800,no,44,F,2,Post-Graduate,Married,Less than $40K,Silver,36,6,3,2,10580,1023,9557,0.907,4721,81,0.8,0.097
